region,segment,OrderDate,UnitPrice,orderQuantity,stateOrProvince,year,totalCost,month
East,Red Wine,11.02.2013,80.98,8.0,New South Wales,2013,647.84,2
East,Red Wine,06.11.2010,15.31,23.0,New South Wales,2010,352.13,11
East,Red Wine,22.05.2013,6.98,14.0,New South Wales,2013,97.72,5
East,Red Wine,18.09.2010,55.98,13.0,New South Wales,2010,727.74,9
East,Red Wine,30.10.2012,2.62,13.0,New South Wales,2012,34.06,10
East,Red Wine,10.01.2012,3.85,3.0,New South Wales,2012,11.55,1
East,Red Wine,26.02.2012,9.27,5.0,New South Wales,2012,46.35,2
East,Red Wine,12.01.2013,4.98,7.0,New South Wales,2013,34.86,1
East,Red Wine,02.03.2010,3.69,1.0,New South Wales,2010,3.69,3
East,Red Wine,26.11.2012,60.98,22.0,New South Wales,2012,1341.56,11
East,Red Wine,19.04.2012,2.6,12.0,New South Wales,2012,31.2,4
East,Red Wine,26.08.2010,20.98,20.0,New South Wales,2010,419.6,8
East,Red Wine,05.09.2013,12.53,2.0,New South Wales,2013,25.06,9
East,Red Wine,19.09.2012,29.14,18.0,New South Wales,2012,524.52,9
East,Red Wine,29.08.2013,3.28,20.0,New South Wales,2013,65.6,8
East,Red Wine,14.02.2012,6.98,8.0,New South Wales,2012,55.84,2
East,Red Wine,17.07.2010,4.91,6.0,New South Wales,2010,29.46,7
East,Red Wine,26.07.2013,16.74,3.0,New South Wales,2013,50.22,7
East,Red Wine,16.04.2011,4.98,8.0,New South Wales,2011,39.84,4
East,Red Wine,04.06.2013,12.97,3.0,New South Wales,2013,38.91,6
East,Red Wine,15.04.2012,15.67,13.0,New South Wales,2012,203.71,4
East,Red Wine,30.09.2011,4.98,1.0,New South Wales,2011,4.98,9
East,Red Wine,26.05.2011,5.18,16.0,New South Wales,2011,82.88,5
East,Red Wine,03.12.2011,80.98,14.0,New South Wales,2011,1133.72,12
East,Red Wine,30.12.2013,7.28,19.0,New South Wales,2013,138.32,12
East,Red Wine,09.07.2013,12.28,9.0,New South Wales,2013,110.52,7
East,Red Wine,17.04.2013,19.35,9.0,New South Wales,2013,174.15,4
East,Red Wine,16.06.2012,8.74,18.0,New South Wales,2012,157.32,6
East,Red Wine,19.11.2012,6.48,12.0,New South Wales,2012,77.76,11
East,Red Wine,20.11.2012,15.74,16.0,New South Wales,2012,251.84,11
East,Red Wine,21.04.2012,15.57,13.0,New South Wales,2012,202.41,4
East,Red Wine,29.09.2013,40.98,15.0,New South Wales,2013,614.7,9
East,Red Wine,24.11.2011,4.98,6.0,New South Wales,2011,29.88,11
East,Red Wine,24.11.2011,6.08,26.0,New South Wales,2011,158.08,11
East,Red Wine,07.08.2012,8.67,24.0,New South Wales,2012,208.08,8
East,Red Wine,10.08.2013,8.6,1.0,New South Wales,2013,8.6,8
East,Red Wine,06.04.2013,2.22,7.0,New South Wales,2013,15.54,4
East,Red Wine,19.09.2013,10.89,16.0,New South Wales,2013,174.24,9
East,Red Wine,05.10.2013,3.15,22.0,New South Wales,2013,69.3,10
East,Red Wine,09.06.2011,13.9,6.0,New South Wales,2011,83.4,6
East,Red Wine,07.07.2013,3.89,11.0,New South Wales,2013,42.79,7
East,Red Wine,26.11.2012,11.09,20.0,New South Wales,2012,221.8,11
East,Red Wine,16.02.2013,5.68,11.0,New South Wales,2013,62.48,2
East,Red Wine,26.03.2010,7.84,7.0,New South Wales,2010,54.88,3
East,Red Wine,08.03.2013,8.74,5.0,New South Wales,2013,43.7,3
East,Red Wine,08.11.2010,5.28,36.0,New South Wales,2010,190.08,11
East,Red Wine,25.11.2010,11.58,6.0,New South Wales,2010,69.48,11
East,Red Wine,21.01.2013,19.98,11.0,New South Wales,2013,219.78,1
East,Red Wine,16.12.2012,7.84,25.0,New South Wales,2012,196.0,12
East,Red Wine,06.01.2013,4.57,7.0,New South Wales,2013,31.99,1
East,Red Wine,10.02.2013,4.13,2.0,New South Wales,2013,8.26,2
East,Red Wine,29.04.2011,7.04,5.0,New South Wales,2011,35.2,4
East,Red Wine,07.02.2013,6.75,11.0,New South Wales,2013,74.25,2
East,Red Wine,13.02.2013,9.93,4.0,New South Wales,2013,39.72,2
East,Red Wine,24.07.2011,7.1,6.0,New South Wales,2011,42.6,7
East,Red Wine,23.02.2013,6.48,2.0,New South Wales,2013,12.96,2
East,Red Wine,04.03.2012,4.98,1.0,New South Wales,2012,4.98,3
East,Red Wine,13.08.2011,3.6,20.0,New South Wales,2011,72.0,8
East,Red Wine,27.05.2011,2.88,17.0,New South Wales,2011,48.96,5
East,Red Wine,17.05.2010,8.34,16.0,New South Wales,2010,133.44,5
East,Red Wine,16.06.2012,3.57,8.0,New South Wales,2012,28.56,6
East,Red Wine,25.05.2013,80.98,15.0,New South Wales,2013,1214.7,5
East,Red Wine,25.05.2013,33.29,12.0,New South Wales,2013,399.48,5
East,Red Wine,10.11.2012,135.31,32.0,New South Wales,2012,4329.92,11
East,Red Wine,18.09.2010,26.17,13.0,New South Wales,2010,340.21,9
East,Red Wine,24.02.2010,2.94,1.0,New South Wales,2010,2.94,2
East,Red Wine,09.07.2013,3.81,2.0,New South Wales,2013,7.62,7
East,Red Wine,24.03.2010,193.17,8.0,New South Wales,2010,1545.36,3
East,Red Wine,14.09.2010,4.98,12.0,New South Wales,2010,59.76,9
East,Red Wine,05.12.2012,4.2,13.0,New South Wales,2012,54.6,12
East,Red Wine,02.07.2012,4.38,8.0,New South Wales,2012,35.04,7
East,Red Wine,02.08.2010,12.97,19.0,New South Wales,2010,246.43,8
East,Red Wine,09.11.2011,55.48,37.0,New South Wales,2011,2052.76,11
East,Red Wine,08.06.2013,328.14,1.0,New South Wales,2013,328.14,6
East,Red Wine,28.11.2010,43.57,17.0,New South Wales,2010,740.69,11
East,Red Wine,18.02.2012,98.31,8.0,New South Wales,2012,786.48,2
East,Red Wine,06.12.2013,11.34,14.0,New South Wales,2013,158.76,12
East,Red Wine,27.05.2012,17.99,19.0,New South Wales,2012,341.81,5
East,Red Wine,27.05.2012,2.78,8.0,New South Wales,2012,22.24,5
East,Red Wine,05.03.2013,21.38,4.0,New South Wales,2013,85.52,3
East,Red Wine,04.04.2010,59.76,8.0,New South Wales,2010,478.08,4
East,Red Wine,06.10.2013,7.64,26.0,New South Wales,2013,198.64,10
East,Red Wine,10.04.2013,165.98,6.0,New South Wales,2013,995.88,4
East,Red Wine,09.03.2011,6.48,1.0,New South Wales,2011,6.48,3
East,Red Wine,09.03.2011,64.65,5.0,New South Wales,2011,323.25,3
East,Red Wine,10.05.2013,4.98,5.0,New South Wales,2013,24.9,5
East,Red Wine,13.04.2013,8.69,9.0,New South Wales,2013,78.21,4
East,Red Wine,18.06.2012,19.84,12.0,New South Wales,2012,238.08,6
East,Red Wine,14.06.2011,2.22,7.0,New South Wales,2011,15.54,6
East,Red Wine,03.05.2012,8.57,9.0,New South Wales,2012,77.13,5
East,Red Wine,17.07.2013,11.66,16.0,New South Wales,2013,186.56,7
East,Red Wine,10.07.2013,16.91,17.0,New South Wales,2013,287.47,7
East,Red Wine,14.02.2012,4.13,14.0,New South Wales,2012,57.82,2
East,Red Wine,06.02.2012,19.98,9.0,New South Wales,2012,179.82,2
East,Red Wine,06.12.2010,18.97,11.0,New South Wales,2010,208.67,12
East,Red Wine,22.06.2012,64.65,3.0,New South Wales,2012,193.95,6
East,Red Wine,03.10.2012,2.61,20.0,New South Wales,2012,52.2,10
East,Red Wine,01.04.2013,4.63,9.0,New South Wales,2013,41.67,4
East,Red Wine,31.05.2013,6.48,14.0,New South Wales,2013,90.72,5
East,Red Wine,29.10.2011,5.98,20.0,New South Wales,2011,119.6,10
East,Red Wine,24.02.2011,37.44,1.0,New South Wales,2011,37.44,2
East,Red Wine,03.12.2013,4.13,2.0,New South Wales,2013,8.26,12
East,Red Wine,09.07.2010,30.98,5.0,New South Wales,2010,154.9,7
East,Red Wine,05.12.2013,6.48,16.0,New South Wales,2013,103.68,12
East,Red Wine,02.07.2012,111.03,3.0,New South Wales,2012,333.09,7
East,Red Wine,17.05.2011,4.63,14.0,New South Wales,2011,64.82,5
East,Red Wine,18.01.2013,5.84,5.0,New South Wales,2013,29.2,1
East,Red Wine,08.11.2013,4.0,25.0,New South Wales,2013,100.0,11
East,Red Wine,13.04.2013,5.78,1.0,New South Wales,2013,5.78,4
East,Red Wine,31.10.2012,2.6,7.0,New South Wales,2012,18.2,10
East,Red Wine,09.04.2012,140.85,11.0,New South Wales,2012,1549.35,4
East,Red Wine,24.07.2011,3.15,3.0,New South Wales,2011,9.45,7
East,Red Wine,26.01.2012,123.38,3.0,New South Wales,2012,370.14,1
East,Red Wine,07.03.2013,5.85,3.0,New South Wales,2013,17.55,3
East,Red Wine,08.05.2013,5.18,1.0,New South Wales,2013,5.18,5
East,Red Wine,10.10.2011,1.86,6.0,New South Wales,2011,11.16,10
East,Red Wine,25.04.2013,9.11,10.0,New South Wales,2013,91.1,4
East,Red Wine,19.10.2010,6.48,1.0,New South Wales,2010,6.48,10
East,Red Wine,16.06.2013,4.84,4.0,New South Wales,2013,19.36,6
East,Red Wine,22.07.2013,8.85,16.0,New South Wales,2013,141.6,7
East,Red Wine,14.12.2010,2.61,7.0,New South Wales,2010,18.27,12
East,Red Wine,19.10.2013,19.98,15.0,New South Wales,2013,299.7,10
East,Red Wine,26.05.2013,5.34,4.0,New South Wales,2013,21.36,5
East,Red Wine,20.07.2010,6.28,6.0,New South Wales,2010,37.68,7
East,Red Wine,08.04.2012,19.98,9.0,New South Wales,2012,179.82,4
East,Red Wine,06.01.2013,363.25,4.0,New South Wales,2013,1453.0,1
East,Red Wine,26.07.2010,4.98,5.0,New South Wales,2010,24.9,7
East,Red Wine,06.12.2013,3.58,19.0,New South Wales,2013,68.02,12
East,Red Wine,25.04.2012,14.81,11.0,New South Wales,2012,162.91,4
East,Red Wine,29.12.2013,4.2,2.0,New South Wales,2013,8.4,12
East,Red Wine,29.12.2011,6.48,12.0,New South Wales,2011,77.76,12
North,Red Wine,04.10.2010,1270.99,36.0,Northern Territory,2010,45755.64,10
North,Red Wine,19.09.2011,4.82,2.0,Northern Territory,2011,9.64,9
North,Red Wine,20.03.2012,3.93,36.0,Northern Territory,2012,141.48,3
North,Red Wine,09.01.2012,6.48,44.0,Northern Territory,2012,285.12,1
North,Red Wine,09.01.2012,20.98,43.0,Northern Territory,2012,902.14,1
North,Red Wine,30.08.2013,16.91,88.0,Northern Territory,2013,1488.08,8
North,Red Wine,02.02.2010,1.14,38.0,Northern Territory,2010,43.32,2
North,Red Wine,08.06.2013,5.28,36.0,Northern Territory,2013,190.08,6
North,Red Wine,08.05.2013,5.18,5.0,Northern Territory,2013,25.9,5
North,Red Wine,26.07.2010,207.48,3.0,Northern Territory,2010,622.44,7
North,Red Wine,18.05.2012,11.7,17.0,Northern Territory,2012,198.9,5
North,Red Wine,05.09.2013,40.98,8.0,Northern Territory,2013,327.84,9
North,Red Wine,08.09.2012,225.02,10.0,Northern Territory,2012,2250.2,9
North,Red Wine,20.05.2011,4.91,11.0,Northern Territory,2011,54.01,5
North,Red Wine,19.01.2013,10.98,9.0,Northern Territory,2013,98.82,1
North,Red Wine,29.07.2010,7.45,8.0,Northern Territory,2010,59.6,7
North,Red Wine,29.07.2010,6.48,10.0,Northern Territory,2010,64.8,7
North,Red Wine,08.03.2013,8.74,8.0,Northern Territory,2013,69.92,3
North,Red Wine,05.02.2012,30.56,4.0,Northern Territory,2012,122.24,2
North,Red Wine,14.12.2011,2.52,15.0,Northern Territory,2011,37.8,12
North,Red Wine,05.07.2012,49.43,17.0,Northern Territory,2012,840.31,7
North,Red Wine,21.02.2011,1.98,10.0,Northern Territory,2011,19.8,2
North,Red Wine,07.05.2013,2.1,10.0,Northern Territory,2013,21.0,5
North,Red Wine,28.10.2010,5.98,13.0,Northern Territory,2010,77.74,10
North,Red Wine,12.12.2011,21.98,15.0,Northern Territory,2011,329.7,12
North,Red Wine,12.01.2010,27.75,10.0,Northern Territory,2010,277.5,1
North,Red Wine,03.07.2012,6.48,15.0,Northern Territory,2012,97.2,7
North,Red Wine,19.10.2011,48.91,15.0,Northern Territory,2011,733.65,10
North,Red Wine,07.02.2012,14.45,12.0,Northern Territory,2012,173.4,2
North,Red Wine,12.10.2011,4.73,10.0,Northern Territory,2011,47.3,10
North,Red Wine,19.07.2011,2.62,14.0,Northern Territory,2011,36.68,7
North,Red Wine,12.01.2013,59.98,7.0,Northern Territory,2013,419.86,1
North,Red Wine,07.05.2013,4.28,15.0,Northern Territory,2013,64.2,5
North,Red Wine,10.05.2013,34.99,7.0,Northern Territory,2013,244.93,5
North,Red Wine,28.03.2013,4.28,3.0,Northern Territory,2013,12.84,3
North,Red Wine,09.05.2013,6.68,14.0,Northern Territory,2013,93.52,5
North,Red Wine,06.02.2012,4.98,1.0,Northern Territory,2012,4.98,2
North,Red Wine,14.09.2013,41.94,21.0,Northern Territory,2013,880.74,9
North,Red Wine,13.06.2013,167.27,18.0,Northern Territory,2013,3010.86,6
North,Red Wine,01.10.2012,18.97,19.0,Northern Territory,2012,360.43,10
North,Red Wine,04.11.2010,5.77,8.0,Northern Territory,2010,46.16,11
North,Red Wine,09.09.2013,7.31,1.0,Northern Territory,2013,7.31,9
North,Red Wine,26.03.2013,68.81,2.0,Northern Territory,2013,137.62,3
North,Red Wine,24.07.2011,8.04,13.0,Northern Territory,2011,104.52,7
North,Red Wine,18.09.2013,111.03,17.0,Northern Territory,2013,1887.51,9
North,Red Wine,05.03.2013,19.98,2.0,Northern Territory,2013,39.96,3
North,Red Wine,25.01.2013,42.8,3.0,Northern Territory,2013,128.4,1
North,Red Wine,25.01.2013,6.48,7.0,Northern Territory,2013,45.36,1
North,Red Wine,08.05.2011,5.68,12.0,Northern Territory,2011,68.16,5
North,Red Wine,10.12.2012,6.68,3.0,Northern Territory,2012,20.04,12
North,Red Wine,09.03.2010,7.64,9.0,Northern Territory,2010,68.76,3
North,Red Wine,05.08.2013,9.38,23.0,Northern Territory,2013,215.74,8
North,Red Wine,29.06.2010,5.98,5.0,Queensland,2010,29.9,6
North,Red Wine,28.06.2011,5.98,12.0,Queensland,2011,71.76,6
North,Red Wine,28.10.2011,2.84,9.0,Queensland,2011,25.56,10
North,Red Wine,31.12.2012,8.34,9.0,Queensland,2012,75.06,12
North,Red Wine,03.05.2013,2.84,3.0,Queensland,2013,8.52,5
North,Red Wine,05.12.2011,19.98,1.0,Queensland,2011,19.98,12
North,Red Wine,16.06.2012,3.15,7.0,Queensland,2012,22.05,6
North,Red Wine,05.07.2011,6.81,9.0,Queensland,2011,61.29,7
North,Red Wine,27.03.2011,48.91,11.0,Queensland,2011,538.01,3
North,Red Wine,24.09.2013,40.97,14.0,Queensland,2013,573.58,9
North,Red Wine,23.10.2011,3.98,2.0,Queensland,2011,7.96,10
North,Red Wine,23.10.2011,178.47,7.0,Queensland,2011,1249.29,10
North,Red Wine,16.08.2013,49.43,9.0,Queensland,2013,444.87,8
North,Red Wine,03.10.2011,11.97,22.0,Queensland,2011,263.34,10
North,Red Wine,22.06.2010,7.98,4.0,Queensland,2010,31.92,6
North,Red Wine,22.07.2013,15.01,4.0,Queensland,2013,60.04,7
North,Red Wine,19.10.2012,12.28,5.0,Queensland,2012,61.4,10
North,Red Wine,05.10.2012,54.96,3.0,Queensland,2012,164.88,10
North,Red Wine,20.11.2010,10.06,4.0,Queensland,2010,40.24,11
North,Red Wine,06.06.2012,9.85,9.0,Queensland,2012,88.65,6
North,Red Wine,23.09.2011,83.98,11.0,Queensland,2011,923.78,9
North,Red Wine,08.12.2010,122.99,12.0,Queensland,2010,1475.88,12
North,Red Wine,26.02.2011,1.95,8.0,Queensland,2011,15.6,2
North,Red Wine,22.12.2013,4.28,3.0,Queensland,2013,12.84,12
North,Red Wine,25.06.2011,4.28,3.0,Queensland,2011,12.84,6
North,Red Wine,07.02.2013,17.7,4.0,Queensland,2013,70.8,2
North,Red Wine,12.05.2011,54.96,9.0,Queensland,2011,494.64,5
North,Red Wine,09.07.2013,5.78,13.0,Queensland,2013,75.14,7
North,Red Wine,24.01.2013,12.28,7.0,Queensland,2013,85.96,1
North,Red Wine,30.03.2011,1.48,8.0,Queensland,2011,11.84,3
North,Red Wine,24.03.2013,21.66,13.0,Queensland,2013,281.58,3
North,Red Wine,02.03.2012,12.28,11.0,Queensland,2012,135.08,3
North,Red Wine,23.05.2012,7.77,6.0,Queensland,2012,46.62,5
North,Red Wine,17.04.2013,18.94,11.0,Queensland,2013,208.34,4
North,Red Wine,04.10.2010,5.53,8.0,Queensland,2010,44.24,10
North,Red Wine,11.12.2011,24.92,12.0,Queensland,2011,299.04,12
North,Red Wine,09.07.2013,28.53,12.0,Queensland,2013,342.36,7
North,Red Wine,26.10.2011,35.89,17.0,Queensland,2011,610.13,10
North,Red Wine,10.08.2010,6.48,14.0,Queensland,2010,90.72,8
South,Red Wine,24.09.2011,10.31,11.0,Australian Capital Territory,2011,113.41,9
South,Red Wine,21.04.2013,120.98,48.0,South Australia,2013,5807.04,4
South,Red Wine,05.01.2011,3.85,31.0,South Australia,2011,119.35,1
South,Red Wine,09.10.2012,10.23,32.0,South Australia,2012,327.36,10
South,Red Wine,08.02.2013,7.08,16.0,South Australia,2013,113.28,2
South,Red Wine,27.01.2013,315.98,23.0,South Australia,2013,7267.54,1
South,Red Wine,02.12.2010,12.95,19.0,South Australia,2010,246.05,12
South,Red Wine,09.01.2012,420.98,1.0,South Australia,2012,420.98,1
South,Red Wine,06.03.2010,6.48,4.0,South Australia,2010,25.92,3
South,Red Wine,25.01.2011,120.33,3.0,South Australia,2011,360.99,1
South,Red Wine,29.10.2010,5.38,14.0,South Australia,2010,75.32,10
South,Red Wine,29.10.2010,20.89,13.0,South Australia,2010,271.57,10
South,Red Wine,02.07.2013,11.66,1.0,South Australia,2013,11.66,7
South,Red Wine,21.08.2013,5.8,11.0,Australian Capital Territory,2013,63.8,8
South,Red Wine,04.10.2013,11.29,16.0,South Australia,2013,180.64,10
South,Red Wine,07.08.2012,1.48,1.0,South Australia,2012,1.48,8
South,Red Wine,20.08.2012,9.99,15.0,Australian Capital Territory,2012,149.85,8
South,Red Wine,15.12.2013,18.94,5.0,South Australia,2013,94.7,12
South,Red Wine,30.07.2012,11.5,14.0,South Australia,2012,161.0,7
South,Red Wine,10.08.2011,11.66,21.0,South Australia,2011,244.86,8
South,Red Wine,10.03.2012,5.74,6.0,South Australia,2012,34.44,3
South,Red Wine,11.01.2012,3.28,6.0,South Australia,2012,19.68,1
South,Red Wine,05.03.2010,9.78,11.0,South Australia,2010,107.58,3
South,Red Wine,24.07.2010,50.98,1.0,South Australia,2010,50.98,7
South,Red Wine,04.08.2011,18.97,20.0,South Australia,2011,379.4,8
South,Red Wine,31.01.2011,2.18,9.0,South Australia,2011,19.62,1
South,Red Wine,25.07.2010,10.89,3.0,South Australia,2010,32.67,7
South,Red Wine,12.06.2013,14.56,10.0,South Australia,2013,145.6,6
South,Red Wine,01.08.2010,10.31,23.0,South Australia,2010,237.13,8
South,Red Wine,31.01.2013,78.65,2.0,South Australia,2013,157.3,1
South,Red Wine,24.06.2010,2.78,15.0,Australian Capital Territory,2010,41.7,6
South,Red Wine,11.02.2011,9.11,2.0,South Australia,2011,18.22,2
South,Red Wine,07.08.2012,28.53,17.0,South Australia,2012,485.01,8
South,Red Wine,26.07.2010,10.14,4.0,South Australia,2010,40.56,7
South,Red Wine,29.03.2012,420.98,2.0,South Australia,2012,841.96,3
South,Red Wine,23.08.2010,4.98,9.0,Australian Capital Territory,2010,44.82,8
South,Red Wine,18.08.2013,89.83,21.0,South Australia,2013,1886.43,8
South,Red Wine,06.05.2011,4.06,2.0,Australian Capital Territory,2011,8.12,5
South,Red Wine,06.05.2011,15.28,4.0,South Australia,2011,61.12,5
South,Red Wine,01.12.2012,10.91,1.0,South Australia,2012,10.91,12
South,Red Wine,01.12.2012,6.68,5.0,South Australia,2012,33.4,12
South,Red Wine,24.10.2011,172.99,3.0,South Australia,2011,518.97,10
South,Red Wine,10.06.2011,5.28,12.0,South Australia,2011,63.36,6
South,Red Wine,07.12.2012,60.97,13.0,South Australia,2012,792.61,12
South,Red Wine,19.09.2013,279.48,14.0,South Australia,2013,3912.72,9
South,Red Wine,04.08.2013,10.48,23.0,Australian Capital Territory,2013,241.04,8
South,Red Wine,06.09.2013,4.37,8.0,Australian Capital Territory,2013,34.96,9
South,Red Wine,23.11.2010,16.91,31.0,South Australia,2010,524.21,11
South,Red Wine,12.11.2012,5.28,18.0,South Australia,2012,95.04,11
South,Red Wine,02.03.2011,8.95,3.0,South Australia,2011,26.85,3
South,Red Wine,14.06.2012,10.98,13.0,South Australia,2012,142.74,6
South,Red Wine,24.09.2012,60.98,3.0,South Australia,2012,182.94,9
South,Red Wine,22.06.2010,4.48,7.0,Australian Capital Territory,2010,31.36,6
South,Red Wine,19.05.2012,3.52,1.0,South Australia,2012,3.52,5
South,Red Wine,09.10.2012,4.98,1.0,South Australia,2012,4.98,10
South,Red Wine,13.05.2012,3.69,16.0,Australian Capital Territory,2012,59.04,5
South,Red Wine,01.07.2013,6.48,7.0,South Australia,2013,45.36,7
South,Red Wine,24.11.2010,12.28,1.0,South Australia,2010,12.28,11
South,Red Wine,03.12.2011,104.85,11.0,South Australia,2011,1153.35,12
South,Red Wine,04.02.2010,8.34,5.0,South Australia,2010,41.7,2
South,Red Wine,03.02.2012,37.74,10.0,South Australia,2012,377.4,2
South,Red Wine,15.02.2012,4.13,12.0,South Australia,2012,49.56,2
South,Red Wine,15.02.2010,3.8,6.0,South Australia,2010,22.8,2
South,Red Wine,25.04.2013,7.08,11.0,South Australia,2013,77.88,4
South,Red Wine,10.03.2012,5.53,8.0,South Australia,2012,44.24,3
South,Red Wine,23.08.2012,6.48,14.0,South Australia,2012,90.72,8
South,Red Wine,24.10.2013,11.66,4.0,South Australia,2013,46.64,10
South,Red Wine,07.01.2013,4.37,7.0,South Australia,2013,30.59,1
South,Red Wine,16.06.2011,420.98,9.0,South Australia,2011,3788.82,6
South,Red Wine,30.07.2011,22.99,12.0,South Australia,2011,275.88,7
South,Red Wine,17.08.2013,4.71,24.0,South Australia,2013,113.04,8
South,Red Wine,15.03.2012,3.75,10.0,South Australia,2012,37.5,3
South,Red Wine,25.10.2013,2.88,21.0,South Australia,2013,60.48,10
South,Red Wine,20.02.2012,3.14,12.0,South Australia,2012,37.68,2
South,Red Wine,06.05.2012,55.48,11.0,South Australia,2012,610.28,5
South,Red Wine,08.06.2012,81.32,10.0,South Australia,2012,813.2,6
South,Red Wine,26.09.2012,8.01,23.0,South Australia,2012,184.23,9
South,Red Wine,06.02.2013,5.98,3.0,South Australia,2013,17.94,2
South,Red Wine,13.02.2011,6.48,9.0,South Australia,2011,58.32,2
South,Red Wine,01.03.2011,80.98,7.0,Tasmania,2011,566.86,3
South,Red Wine,16.01.2013,3.28,32.0,Tasmania,2013,104.96,1
South,Red Wine,06.04.2012,7.77,18.0,Tasmania,2012,139.86,4
South,Red Wine,06.12.2010,3.98,76.0,Tasmania,2010,302.48,12
South,Red Wine,06.05.2011,15.28,16.0,Tasmania,2011,244.48,5
South,Red Wine,01.02.2012,3.08,4.0,Tasmania,2012,12.32,2
South,Red Wine,12.07.2010,20.34,5.0,Tasmania,2010,101.7,7
South,Red Wine,23.03.2010,14.98,28.0,Tasmania,2010,419.44,3
South,Red Wine,24.09.2012,60.98,14.0,Tasmania,2012,853.72,9
South,Red Wine,14.09.2013,2.88,67.0,Tasmania,2013,192.96,9
South,Red Wine,12.03.2013,4.24,19.0,Tasmania,2013,80.56,3
South,Red Wine,29.03.2013,6.48,28.0,Tasmania,2013,181.44,3
South,Red Wine,17.03.2011,5.98,32.0,Tasmania,2011,191.36,3
South,Red Wine,23.09.2010,20.27,53.0,Tasmania,2010,1074.31,9
South,Red Wine,26.09.2012,4.98,55.0,Tasmania,2012,273.9,9
South,Red Wine,08.01.2011,3.8,5.0,Tasmania,2011,19.0,1
South,Red Wine,18.11.2011,5.98,28.0,Tasmania,2011,167.44,11
South,Red Wine,05.01.2011,5.78,2.0,Tasmania,2011,11.56,1
South,Red Wine,29.08.2010,2.89,5.0,Tasmania,2010,14.45,8
South,Red Wine,07.10.2010,140.85,19.0,Tasmania,2010,2676.15,10
South,Red Wine,10.06.2012,12.44,9.0,Tasmania,2012,111.96,6
South,Red Wine,18.08.2011,37.94,3.0,Tasmania,2011,113.82,8
South,Red Wine,06.04.2010,89.83,4.0,Tasmania,2010,359.32,4
South,Red Wine,14.07.2011,9.38,5.0,Tasmania,2011,46.9,7
South,Red Wine,03.12.2010,4.42,3.0,Tasmania,2010,13.26,12
South,Red Wine,22.09.2012,3.75,10.0,Tasmania,2012,37.5,9
South,Red Wine,20.10.2012,8.45,14.0,Tasmania,2012,118.3,10
South,Red Wine,24.02.2010,48.58,3.0,Tasmania,2010,145.74,2
South,Red Wine,08.06.2013,9.71,12.0,Tasmania,2013,116.52,6
South,Red Wine,10.02.2011,419.19,10.0,Tasmania,2011,4191.9,2
South,Red Wine,28.12.2011,5.84,16.0,Tasmania,2011,93.44,12
South,Red Wine,05.04.2013,3.14,7.0,Tasmania,2013,21.98,4
South,Red Wine,24.07.2010,49.43,6.0,Tasmania,2010,296.58,7
South,Red Wine,20.01.2012,8.67,14.0,Tasmania,2012,121.38,1
South,Red Wine,27.03.2010,55.98,8.0,Tasmania,2010,447.84,3
South,Red Wine,23.05.2010,2.88,13.0,Tasmania,2010,37.44,5
South,Red Wine,16.09.2013,2.1,17.0,Tasmania,2013,35.7,9
South,Red Wine,05.04.2013,6.48,8.0,Tasmania,2013,51.84,4
South,Red Wine,09.10.2013,6.48,19.0,Tasmania,2013,123.12,10
South,Red Wine,08.01.2010,14.56,6.0,Tasmania,2010,87.36,1
South,Red Wine,27.07.2012,6.3,14.0,Tasmania,2012,88.2,7
South,Red Wine,21.08.2011,6.98,14.0,Tasmania,2011,97.72,8
South,Red Wine,28.03.2011,1.81,11.0,Tasmania,2011,19.91,3
South,Red Wine,02.12.2010,5.4,4.0,Tasmania,2010,21.6,12
South,Red Wine,08.10.2010,3.98,7.0,Tasmania,2010,27.86,10
South,Red Wine,21.01.2013,4.13,9.0,Tasmania,2013,37.17,1
South,Red Wine,15.11.2012,1.88,33.0,Tasmania,2012,62.04,11
South,Red Wine,17.01.2010,4.2,3.0,Tasmania,2010,12.6,1
South,Red Wine,15.03.2013,16.91,9.0,Tasmania,2013,152.19,3
South,Red Wine,29.03.2013,6.48,7.0,Tasmania,2013,45.36,3
South,Red Wine,18.10.2013,5.4,1.0,Tasmania,2013,5.4,10
South,Red Wine,18.10.2013,4.91,10.0,Tasmania,2013,49.1,10
South,Red Wine,17.09.2011,10.98,13.0,Tasmania,2011,142.74,9
South,Red Wine,02.10.2010,161.55,19.0,Tasmania,2010,3069.45,10
South,Red Wine,25.03.2010,18.97,8.0,Tasmania,2010,151.76,3
South,Red Wine,29.04.2013,20.48,2.0,Tasmania,2013,40.96,4
South,Red Wine,31.01.2013,6.48,12.0,Tasmania,2013,77.76,1
South,Red Wine,28.07.2011,2.98,2.0,Tasmania,2011,5.96,7
South,Red Wine,17.09.2013,24.98,25.0,Tasmania,2013,624.5,9
South,Red Wine,11.02.2013,4.98,9.0,Tasmania,2013,44.82,2
South,Red Wine,25.08.2012,11.48,1.0,Tasmania,2012,11.48,8
South,Red Wine,25.08.2012,6.68,5.0,Tasmania,2012,33.4,8
South,Red Wine,21.01.2012,11.66,10.0,Tasmania,2012,116.6,1
South,Red Wine,04.08.2010,7.64,20.0,Tasmania,2010,152.8,8
South,Red Wine,18.01.2010,11.58,3.0,Tasmania,2010,34.74,1
South,Red Wine,18.04.2012,5.58,30.0,Victoria,2012,167.4,4
